127.0.0.1, 2015-07-02 20:18:08, GET, /, HTTP/1.1, 303, 0.003053
127.0.0.1, 2015-07-02 20:19:23, GET, /welcome/default/user/login, HTTP/1.1, 200, 0.014958
127.0.0.1, 2015-07-02 20:19:26, GET, /welcome/default/user/register, HTTP/1.1, 200, 0.016738
127.0.0.1, 2015-07-02 20:34:32, GET, /, HTTP/1.1, 303, 0.002449
127.0.0.1, 2015-07-02 20:34:32, GET, /welcome/default/index, HTTP/1.1, 200, 0.075692
127.0.0.1, 2015-07-02 20:34:46, GET, /welcome/default/user/login, HTTP/1.1, 200, 0.016877
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/default/site, HTTP/1.1, 303, 0.049124
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/default/index, HTTP/1.1, 200, 0.023033
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/js/jquery.js, HTTP/1.1, 200, 0.001252
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/js/web2py.js, HTTP/1.1, 200, 0.001002
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/css/calendar.css, HTTP/1.1, 200, 0.001779
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 200, 0.000696
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/js/calendar.js, HTTP/1.1, 200, 0.001967
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/plugin_multiselect/multi-select.css, HTTP/1.1, 200, 0.001532
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/plugin_statebutton/css/bootstrap-switch.css, HTTP/1.1, 200, 0.000271
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/css/bootstrap_essentials.css, HTTP/1.1, 200, 0.001925
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/plugin_statebutton/js/bootstrap-switch.js, HTTP/1.1, 200, 0.001304
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/css/bootstrap-responsive.min.css, HTTP/1.1, 200, 0.001839
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/css/bootstrap.min.css, HTTP/1.1, 200, 0.002925
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/plugin_multiselect/start.js, HTTP/1.1, 200, 0.001841
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/js/bootstrap.min.js, HTTP/1.1, 200, 0.001474
127.0.0.1, 2015-07-02 20:34:52, GET, /admin/static/_2.11.2/images/questions.png, HTTP/1.1, 200, 0.000239
127.0.0.1, 2015-07-02 20:34:52, GET, /favicon.ico, HTTP/1.1, 400, 0.000167
127.0.0.1, 2015-07-02 20:34:53, GET, /admin/default/index, HTTP/1.1, 200, 0.019571
127.0.0.1, 2015-07-02 20:34:53, GET, /favicon.ico, HTTP/1.1, 400, 0.000173
127.0.0.1, 2015-07-02 20:35:03, POST, /admin/default/index, HTTP/1.1, 303, 0.021545
127.0.0.1, 2015-07-02 20:35:03, GET, /admin/default/site, HTTP/1.1, 200, 0.027153
127.0.0.1, 2015-07-02 20:35:03, GET, /admin/static/_2.11.2/images/folder_locked.png, HTTP/1.1, 200, 0.000761
127.0.0.1, 2015-07-02 20:35:03, GET, /admin/static/_2.11.2/images/folder.png, HTTP/1.1, 200, 0.000674
127.0.0.1, 2015-07-02 20:35:03, GET, /admin/static/_2.11.2/images/glyphicons-halflings-white.png, HTTP/1.1, 200, 0.000311
127.0.0.1, 2015-07-02 20:35:05, POST, /admin/default/check_version, HTTP/1.1, 200, 1.266963
127.0.0.1, 2015-07-02 20:35:06, GET, /favicon.ico, HTTP/1.1, 400, 0.000298
127.0.0.1, 2015-07-02 20:35:41, POST, /admin/default/site, HTTP/1.1, 303, 0.080828
127.0.0.1, 2015-07-02 20:35:41, GET, /admin/default/design/qboadsense, HTTP/1.1, 200, 0.094132
127.0.0.1, 2015-07-02 20:35:41, GET, /admin/static/_2.11.2/images/search.png, HTTP/1.1, 200, 0.001173
127.0.0.1, 2015-07-02 20:35:41, GET, /admin/static/_2.11.2/images/delete_icon.png, HTTP/1.1, 200, 0.000864
127.0.0.1, 2015-07-02 20:35:41, GET, /admin/static/_2.11.2/images/help.png, HTTP/1.1, 200, 0.001120
127.0.0.1, 2015-07-02 20:35:41, GET, /admin/static/_2.11.2/images/test_icon.png, HTTP/1.1, 200, 0.001248
127.0.0.1, 2015-07-02 20:35:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000170
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/appadmin/index, HTTP/1.1, 200, 0.033255
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/css/bootstrap-theme.min.css, HTTP/1.1, 200, 0.000543
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/css/web2py-bootstrap3.css, HTTP/1.1, 200, 0.000814
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.000442
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.001117
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/css/calendar.css, HTTP/1.1, 200, 0.001377
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/js/jquery.js, HTTP/1.1, 200, 0.000746
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/js/calendar.js, HTTP/1.1, 200, 0.000989
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/js/web2py.js, HTTP/1.1, 200, 0.000465
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.000710
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.000494
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/js/share.js, HTTP/1.1, 200, 0.001310
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/images/gplus-32.png, HTTP/1.1, 200, 0.001108
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/images/twitter.png, HTTP/1.1, 200, 0.000904
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/images/facebook.png, HTTP/1.1, 200, 0.001114
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/static/images/favicon.ico, HTTP/1.1, 200, 0.001071
127.0.0.1, 2015-07-02 20:40:47, GET, /qboadsense/appadmin/hooks, HTTP/1.1, 200, 0.034676
127.0.0.1, 2015-07-02 20:40:50, GET, /qboadsense/appadmin/select/db, HTTP/1.1, 200, 0.026050
127.0.0.1, 2015-07-02 20:40:53, GET, /qboadsense/appadmin/insert/db/auth_user, HTTP/1.1, 200, 0.025789
127.0.0.1, 2015-07-02 20:41:04, GET, /qboadsense/appadmin/select/db, HTTP/1.1, 200, 0.025961
127.0.0.1, 2015-07-02 20:41:05, GET, /qboadsense/appadmin/index, HTTP/1.1, 200, 0.022943
127.0.0.1, 2015-07-02 20:41:05, GET, /qboadsense/appadmin/hooks, HTTP/1.1, 200, 0.028947
127.0.0.1, 2015-07-02 20:41:06, GET, /admin/default/design/qboadsense, HTTP/1.1, 200, 0.059549
127.0.0.1, 2015-07-02 20:41:06, GET, /favicon.ico, HTTP/1.1, 400, 0.000238
127.0.0.1, 2015-07-02 20:41:12, GET, /admin/default/site, HTTP/1.1, 200, 0.032892
127.0.0.1, 2015-07-02 20:41:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000172
127.0.0.1, 2015-07-02 20:41:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000168
127.0.0.1, 2015-07-02 20:41:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000293
127.0.0.1, 2015-07-02 22:11:50, GET, /admin/default/site, HTTP/1.1, 303, 0.006660
127.0.0.1, 2015-07-02 22:11:50, GET, /admin/default/index, HTTP/1.1, 200, 0.024600
127.0.0.1, 2015-07-02 22:11:50, GET, /favicon.ico, HTTP/1.1, 400, 0.000167
127.0.0.1, 2015-07-02 22:11:53, POST, /admin/default/index, HTTP/1.1, 303, 0.021102
127.0.0.1, 2015-07-02 22:11:53, GET, /admin/default/site, HTTP/1.1, 200, 0.032318
127.0.0.1, 2015-07-02 22:11:54, GET, /favicon.ico, HTTP/1.1, 400, 0.000175
127.0.0.1, 2015-07-02 22:11:54, POST, /admin/default/check_version, HTTP/1.1, 200, 1.148703
127.0.0.1, 2015-07-02 22:11:56, GET, /qboadsense/default/index, HTTP/1.1, 500, 0.077000
127.0.0.1, 2015-07-02 22:11:56, GET, /favicon.ico, HTTP/1.1, 400, 0.000177
127.0.0.1, 2015-07-02 22:11:58, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-02.22-11-56.88d25b9f-8633-49a3-9e1c-7f12c6b51f26, HTTP/1.1, 200, 0.040992
127.0.0.1, 2015-07-02 22:11:59, GET, /favicon.ico, HTTP/1.1, 400, 0.000369
127.0.0.1, 2015-07-02 22:12:25, GET, /qboadsense/default/index, HTTP/1.1, 200, 0.020914
127.0.0.1, 2015-07-02 22:12:25, GET, /qboadsense/static/images/background.jpg, HTTP/1.1, 200, 0.000832
127.0.0.1, 2015-07-02 22:12:25, GET, /qboadsense/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 200, 0.000778
127.0.0.1, 2015-07-02 22:12:32, GET, /admin/default/site, HTTP/1.1, 200, 0.030074
127.0.0.1, 2015-07-02 22:12:32, GET, /favicon.ico, HTTP/1.1, 400, 0.000175
127.0.0.1, 2015-07-02 22:12:32, GET, /favicon.ico, HTTP/1.1, 400, 0.000209
127.0.0.1, 2015-07-02 22:12:33, GET, /favicon.ico, HTTP/1.1, 400, 0.000195
127.0.0.1, 2015-07-02 22:12:33, GET, /qboadsense/default/index, HTTP/1.1, 200, 0.016247
127.0.0.1, 2015-07-02 22:12:37, GET, /admin/default/index, HTTP/1.1, 303, 0.004657
127.0.0.1, 2015-07-02 22:12:37, GET, /admin/default/site, HTTP/1.1, 200, 0.031627
127.0.0.1, 2015-07-02 22:12:38, GET, /favicon.ico, HTTP/1.1, 400, 0.000175
127.0.0.1, 2015-07-02 22:12:38, GET, /favicon.ico, HTTP/1.1, 400, 0.000171
127.0.0.1, 2015-07-02 22:12:38, GET, /favicon.ico, HTTP/1.1, 400, 0.000218
127.0.0.1, 2015-07-02 22:12:40, GET, /qboadsense/default/index, HTTP/1.1, 200, 0.015477
127.0.0.1, 2015-07-02 22:12:42, GET, /admin/default/index, HTTP/1.1, 303, 0.003786
127.0.0.1, 2015-07-02 22:12:42, GET, /admin/default/site, HTTP/1.1, 200, 0.031301
127.0.0.1, 2015-07-02 22:12:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000437
127.0.0.1, 2015-07-02 22:12:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000172
127.0.0.1, 2015-07-02 22:12:42, GET, /favicon.ico, HTTP/1.1, 400, 0.000185
127.0.0.1, 2015-07-02 22:12:48, GET, /admin/default/design/qboadsense, HTTP/1.1, 200, 0.071921
127.0.0.1, 2015-07-02 22:12:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000277
127.0.0.1, 2015-07-02 22:12:50, GET, /qboadsense/appadmin/index, HTTP/1.1, 200, 0.028137
127.0.0.1, 2015-07-02 22:12:51, GET, /qboadsense/appadmin/hooks, HTTP/1.1, 200, 0.034718
127.0.0.1, 2015-07-02 22:13:00, GET, /qboadsense/appadmin/index, HTTP/1.1, 200, 0.025907
127.0.0.1, 2015-07-02 22:13:00, GET, /qboadsense/appadmin/hooks, HTTP/1.1, 200, 0.034937
127.0.0.1, 2015-07-02 22:29:17, GET, /qboadsense/, HTTP/1.1, 500, 0.022235
127.0.0.1, 2015-07-02 22:29:17, GET, /favicon.ico, HTTP/1.1, 400, 0.000309
127.0.0.1, 2015-07-02 22:29:18, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-02.22-29-17.3d1cfcc8-feb7-448c-9b03-dd2417eff9d5, HTTP/1.1, 200, 0.043356
127.0.0.1, 2015-07-02 22:29:19, GET, /favicon.ico, HTTP/1.1, 400, 0.000278
127.0.0.1, 2015-07-02 22:30:32, GET, /qboadsense/, HTTP/1.1, 200, 0.021783
127.0.0.1, 2015-07-02 22:32:28, GET, /qboadsense/, HTTP/1.1, 303, 0.010075
127.0.0.1, 2015-07-02 22:32:28, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.008056
127.0.0.1, 2015-07-02 22:32:28, GET, /favicon.ico, HTTP/1.1, 400, 0.000232
127.0.0.1, 2015-07-02 22:32:43, GET, /qboadsense/default/home, HTTP/1.1, 500, 0.028510
127.0.0.1, 2015-07-02 22:32:43, GET, /favicon.ico, HTTP/1.1, 400, 0.000296
127.0.0.1, 2015-07-02 22:32:44, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-02.22-32-43.e8ed6cd1-35fd-4e97-8bf0-f514ebc2cc1e, HTTP/1.1, 200, 0.044664
127.0.0.1, 2015-07-02 22:32:45, GET, /favicon.ico, HTTP/1.1, 400, 0.000202
127.0.0.1, 2015-07-02 22:35:04, GET, /qboadsense/default/home, HTTP/1.1, 303, 0.010211
127.0.0.1, 2015-07-02 22:35:04, GET, /qboadsense/default/user/login, HTTP/1.1, 200, 0.017407
127.0.0.1, 2015-07-02 22:35:16, POST, /qboadsense/default/user/login, HTTP/1.1, 303, 0.012451
127.0.0.1, 2015-07-02 22:35:16, GET, /qboadsense/default/user/login, HTTP/1.1, 200, 0.014954
127.0.0.1, 2015-07-02 22:35:20, GET, /qboadsense/default/user/register, HTTP/1.1, 200, 0.017470
127.0.0.1, 2015-07-02 22:35:34, POST, /qboadsense/default/user/register, HTTP/1.1, 303, 0.017804
127.0.0.1, 2015-07-02 22:35:34, GET, /qboadsense/default/index, HTTP/1.1, 303, 0.017930
127.0.0.1, 2015-07-02 22:35:34, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.017755
127.0.0.1, 2015-07-02 22:35:34, GET, /favicon.ico, HTTP/1.1, 400, 0.000179
127.0.0.1, 2015-07-02 22:36:46, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.010656
127.0.0.1, 2015-07-02 22:36:46, GET, /favicon.ico, HTTP/1.1, 400, 0.000179
127.0.0.1, 2015-07-02 22:36:48, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.010306
127.0.0.1, 2015-07-02 22:36:48, GET, /favicon.ico, HTTP/1.1, 400, 0.000166
127.0.0.1, 2015-07-02 22:36:58, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.009654
127.0.0.1, 2015-07-02 22:36:58, GET, /favicon.ico, HTTP/1.1, 400, 0.000175
127.0.0.1, 2015-07-02 22:37:01, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.010986
127.0.0.1, 2015-07-02 22:37:02, GET, /favicon.ico, HTTP/1.1, 400, 0.000210
127.0.0.1, 2015-07-02 22:37:04, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.009835
127.0.0.1, 2015-07-02 22:37:04, GET, /favicon.ico, HTTP/1.1, 400, 0.000221
127.0.0.1, 2015-07-02 22:37:05, GET, /qboadsense/default/user/register, HTTP/1.1, 303, 0.010316
127.0.0.1, 2015-07-02 22:37:05, GET, /qboadsense/default/user/profile, HTTP/1.1, 200, 0.015451
127.0.0.1, 2015-07-02 22:37:15, GET, /qboadsense/, HTTP/1.1, 303, 0.009641
127.0.0.1, 2015-07-02 22:37:15, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.011576
127.0.0.1, 2015-07-02 22:37:15, GET, /favicon.ico, HTTP/1.1, 400, 0.000233
127.0.0.1, 2015-07-02 22:38:10, GET, /, HTTP/1.1, 303, 0.000301
127.0.0.1, 2015-07-02 22:38:10, GET, /welcome/default/index, HTTP/1.1, 200, 0.022626
127.0.0.1, 2015-07-02 22:38:17, GET, /qboadsense/, HTTP/1.1, 303, 0.010090
127.0.0.1, 2015-07-02 22:38:17, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.007998
127.0.0.1, 2015-07-02 22:38:17, GET, /favicon.ico, HTTP/1.1, 400, 0.000298
127.0.0.1, 2015-07-02 22:38:22, GET, /qboadsense/, HTTP/1.1, 303, 0.009625
127.0.0.1, 2015-07-02 22:38:22, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.009323
127.0.0.1, 2015-07-02 22:38:22, GET, /favicon.ico, HTTP/1.1, 400, 0.000174
127.0.0.1, 2015-07-02 22:38:26, GET, /qboadsense/, HTTP/1.1, 303, 0.009568
127.0.0.1, 2015-07-02 22:38:26, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.009975
127.0.0.1, 2015-07-02 22:38:26, GET, /favicon.ico, HTTP/1.1, 400, 0.000230
127.0.0.1, 2015-07-02 22:38:34, GET, /qboadsense/home, HTTP/1.1, 404, 0.010051
127.0.0.1, 2015-07-02 22:38:34, GET, /favicon.ico, HTTP/1.1, 400, 0.000150
127.0.0.1, 2015-07-02 22:38:41, GET, /qboadsense/, HTTP/1.1, 303, 0.009650
127.0.0.1, 2015-07-02 22:38:41, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.012022
127.0.0.1, 2015-07-02 22:38:41, GET, /favicon.ico, HTTP/1.1, 400, 0.000213
127.0.0.1, 2015-07-02 22:47:06, GET, /qboadsense/, HTTP/1.1, 200, 0.018021
127.0.0.1, 2015-07-02 22:49:41, GET, /, HTTP/1.1, 303, 0.000338
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/default/index, HTTP/1.1, 200, 0.016751
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/css/bootstrap.min.css, HTTP/1.1, 200, 0.002375
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/css/bootstrap-theme.min.css, HTTP/1.1, 200, 0.001439
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/css/web2py-bootstrap3.css, HTTP/1.1, 200, 0.001363
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/css/calendar.css, HTTP/1.1, 200, 0.001103
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/js/jquery.js, HTTP/1.1, 200, 0.001193
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/js/modernizr-2.8.3.min.js, HTTP/1.1, 200, 0.001979
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/js/web2py.js, HTTP/1.1, 200, 0.000621
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/js/calendar.js, HTTP/1.1, 200, 0.001103
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/js/bootstrap.min.js, HTTP/1.1, 200, 0.000693
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/js/share.js, HTTP/1.1, 200, 0.000698
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/js/web2py-bootstrap3.js, HTTP/1.1, 200, 0.000623
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/fonts/glyphicons-halflings-regular.woff2, HTTP/1.1, 200, 0.000261
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/images/background.jpg, HTTP/1.1, 200, 0.000693
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/images/twitter.png, HTTP/1.1, 200, 0.001071
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/images/gplus-32.png, HTTP/1.1, 200, 0.000614
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/images/facebook.png, HTTP/1.1, 200, 0.000961
127.0.0.1, 2015-07-02 22:49:41, GET, /welcome/static/images/favicon.ico, HTTP/1.1, 200, 0.001576
127.0.0.1, 2015-07-02 22:49:49, GET, /welcome/default/home, HTTP/1.1, 404, 0.013543
127.0.0.1, 2015-07-02 22:49:49, GET, /favicon.ico, HTTP/1.1, 400, 0.000210
127.0.0.1, 2015-07-02 22:50:34, GET, /, HTTP/1.1, 303, 0.000292
127.0.0.1, 2015-07-02 22:50:34, GET, /welcome/default/index, HTTP/1.1, 200, 0.015471
127.0.0.1, 2015-07-02 22:50:42, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.016131
127.0.0.1, 2015-07-02 22:51:08, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.010244
127.0.0.1, 2015-07-02 22:51:08, GET, /favicon.ico, HTTP/1.1, 400, 0.000178
127.0.0.1, 2015-07-02 23:23:21, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.030133
127.0.0.1, 2015-07-02 23:26:03, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.016706
127.0.0.1, 2015-07-02 23:26:05, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.012146
127.0.0.1, 2015-07-02 23:26:05, GET, /favicon.ico, HTTP/1.1, 400, 0.000179
127.0.0.1, 2015-07-02 23:26:07, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.020792
127.0.0.1, 2015-07-02 23:33:00, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.017067
127.0.0.1, 2015-07-02 23:33:01, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.040434
127.0.0.1, 2015-07-02 23:34:12, GET, /qboadsense/default/create_company, HTTP/1.1, 500, 0.027393
127.0.0.1, 2015-07-02 23:34:12, GET, /favicon.ico, HTTP/1.1, 400, 0.000189
127.0.0.1, 2015-07-02 23:34:14, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-02.23-34-12.22d0c1b0-4513-4373-8daa-b1211e3b59b9, HTTP/1.1, 303, 0.006509
127.0.0.1, 2015-07-02 23:34:14, GET, /admin/default/index, HTTP/1.1, 200, 0.026726
127.0.0.1, 2015-07-02 23:34:14, GET, /favicon.ico, HTTP/1.1, 400, 0.000201
127.0.0.1, 2015-07-02 23:34:17, POST, /admin/default/index, HTTP/1.1, 303, 0.021041
127.0.0.1, 2015-07-02 23:34:17, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-02.23-34-12.22d0c1b0-4513-4373-8daa-b1211e3b59b9, HTTP/1.1, 200, 0.035845
127.0.0.1, 2015-07-02 23:34:17, GET, /favicon.ico, HTTP/1.1, 400, 0.000174
127.0.0.1, 2015-07-02 23:34:32, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.016464
127.0.0.1, 2015-07-02 23:34:48, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.017721
127.0.0.1, 2015-07-02 23:35:09, GET, /qboadsense/default/create_company, HTTP/1.1, 500, 0.030544
127.0.0.1, 2015-07-02 23:35:09, GET, /favicon.ico, HTTP/1.1, 400, 0.000180
127.0.0.1, 2015-07-02 23:35:10, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-02.23-35-09.1bc39f80-1150-4e70-85da-b7174361ad9d, HTTP/1.1, 200, 0.039549
127.0.0.1, 2015-07-02 23:35:10, GET, /favicon.ico, HTTP/1.1, 400, 0.000177
127.0.0.1, 2015-07-02 23:37:37, GET, /qboadsense/default/create_company, HTTP/1.1, 500, 0.027107
127.0.0.1, 2015-07-02 23:37:37, GET, /favicon.ico, HTTP/1.1, 400, 0.000209
127.0.0.1, 2015-07-02 23:37:39, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-02.23-37-37.00cb1fa6-022e-42c0-b674-00f9b669de02, HTTP/1.1, 200, 0.035223
127.0.0.1, 2015-07-02 23:37:39, GET, /favicon.ico, HTTP/1.1, 400, 0.000213
127.0.0.1, 2015-07-02 23:38:19, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.018695
127.0.0.1, 2015-07-02 23:40:57, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.017390
127.0.0.1, 2015-07-02 23:41:03, POST, /qboadsense/default/create_company, HTTP/1.1, 500, 0.037096
127.0.0.1, 2015-07-02 23:41:04, GET, /favicon.ico, HTTP/1.1, 400, 0.000189
127.0.0.1, 2015-07-02 23:41:06, GET, /admin/default/ticket/qboadsense/127.0.0.1.2015-07-02.23-41-03.11fdd75d-0d0c-40f4-b131-740a24941394, HTTP/1.1, 200, 0.038342
127.0.0.1, 2015-07-02 23:41:06, GET, /favicon.ico, HTTP/1.1, 400, 0.000178
127.0.0.1, 2015-07-02 23:41:53, GET, /qboadsense/default/create_company, HTTP/1.1, 200, 0.016139
127.0.0.1, 2015-07-02 23:42:00, POST, /qboadsense/default/create_company, HTTP/1.1, 303, 0.011960
127.0.0.1, 2015-07-02 23:42:00, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.015552
127.0.0.1, 2015-07-02 23:42:16, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.016481
127.0.0.1, 2015-07-02 23:50:08, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.017628
127.0.0.1, 2015-07-02 23:54:44, GET, /qboadsense/default/home, HTTP/1.1, 200, 0.018259
127.0.0.1, 2015-07-02 23:54:47, GET, /qboadsense/default/create_ads, HTTP/1.1, 500, 0.028060
127.0.0.1, 2015-07-02 23:54:47, GET, /favicon.ico, HTTP/1.1, 400, 0.000195
